Activity Master: Activity Master Number,Zone,Activity Code,Activity Name,Activity Name (Arabic),Status,Minimum Share Capital,License Type,Is Not Allowed for Coworking(ESR),Is Special,Activity Price,Activity Group,Description,Qualification Requirement,Documents Required
AM-05281,Freezone,514919,Insulation & Protection Materials Trading,????? ?????? ??????? ????????,Active,,Commercial,0,Standard,,Chemicals trading,"Includes reselling of insulators and requisites used as humidity proof, water sealants, sun or generated heat proof, acoustic enclosures, vibration isolators, anti radiators, electric and magnetic insulation, metal and wood protectors of rust, corrosions, humidity and heat, as well as any material used in constructions, machinery, furnaces, vehicles marine equipment ...etc.",,
AM-01738,Freezone,6720-02,Insurance Agent,???? ?????,Active,1000000,Services,1,Standard,,Insurance,"Includes firms which represent one or more insurance company/companies in dealing with the insured parties, policy buyers and insurance brokers. An establishment of that kind works for the account of the insurance company under a special contract. It represents the insurance company on the local level and is authorized to carry out business assigned to it, provided that all its acts and activities are approved by the company. It receives its remunerations from the company and not from the insured parties.",,"Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-06777,Freezone,66220-01,Insurance Broker,???? ?????,Active,500000,Services,1,Standard,,Insurance,There must be a remark on the license that “ No operation outside the Free Zone is allowed”,,"Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-01752,Freezone,6720-04,Insurance Consultancies,???????? ???????,Active,100000,Services,1,Standard,,Insurance,"Includes insurance consultants who specialize in assisting business and individuals in assessing their insurance needs and creating an insurance plan that will meet those needs, including selecting the right insurance coverage, scientific evaluation of risks, finding the solutions that meet such risks",,"Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-08939,Freezone,7310027,Insurance Products Marketing,????? ???????? ?????????,Active,,Services,0,Standard,,Advertising,"Marketing of insurance policies by attracting natural or legal persons to familiarize them with the Insurance Company incorporated in the UAE, and the Foreign Insurance company licensed to carry out insurance activities in the UAE. This Firm shall use regular or electronic means, by placing the electronic link of the Insurance Company they work for on their online account or their pages on social networks, multimedia sharing networks, participatory work applications and smart applications. This shall be exclusively so that the applicants for electronic insurance will be transferred automatically to the website of the Insurance Company or the Agent. ",,UAE Central Bank
AM-03588,Freezone,809028,insurance training,??????? ??? ????? ???????,Active,,Educational,0,Standard,10000,Training Institute,"Includes organizing speaialized training programs to promote the participants’ knowledge and skills in insurance domain, in cooperation with regional and international institutes, a certificate of participation is granted at the end of the course.",,Academic Zone
AM-01756,Freezone,7411-06,Intellectual Property Registration Agent,???? ????? ???????? ???????,Active,,Services,1,Special,6500,Legal services,"Includes offices specialized in preparing documents, completing legal and technical requirements and formalities to register intellectual property, which is manifested in artistic forms, with the competent bodies and obtaining the due certificates.",,"Ministry of Economy,Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-06606,Freezone,7499-50,Intellectual Property Rights Management,????? ?????? ????????? ???????,Active,,Services,1,Standard,,"Leasing of intellectual property and similar products, except copyrighted works",,,"Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-09370,Freezone,6201027,Intelligent Virtual Assistants Development,????? ??????? ????????? ?????,Active,,Services,0,Standard,,Information Technology,"Creating intelligent virtual assistants for tasks such as scheduling, information retrieval, and task automation, improving productivity",Acdemic Degree in Computer Science or qeuivalent,Certified Academic Degree
AM-06819,Freezone,100030,Interactive Services,??????? ?????????,Active,,Media,0,Standard,,E-Gaming Core,Interactive Services,,Media Brief Form
AM-08842,Freezone,742198,Interior Design Consultancy Services,????? ???????? ??????? ???????,Active,,Services,0,Standard,,Consultancy -B- Engineering,"Includes providing consultancy services and solutions related to the creation and development of interior designs for residential and commercial spaces such as houses, offices, hospitals, stores, schools or any other structural spaces such as exhibitions and events stands. This includes the selection and coordination of colour schemes, paints, fittings, fixtures, lightings, furnishings, and interior decoration. This activity does not include execution services.",,
AM-03397,Freezone,742110,Interior Design Engineering Consultancy,????? ??????? ???????,Active,,Services,0,Standard,,Consultancy -B- Engineering,"Includes specialized firms which prepare landscaping drawings and designs for residential buildings, hotels, offices... etc., this includes choosing the right materials, colours, fixtures and lighting in addition to supervising the execution according to the designs set forth. It also involves firms specialized in drawing up detailed graphics and designs to stands and fixtures used in exhibitions.",Certified_Academic_Degree,
AM-08738,Freezone,1007421110,Interior Design Engineering Services,????? ????? ??????? ???????,Active,,Services,0,Standard,,Service,"Includes specialized firms which prepare landscaping drawings and designs for residential buildings, hotels, offices... etc., this includes choosing the right materials, colors, fixtures and lighting in addition to supervising the execution according to the designs set forth. It also involves firms specialized in drawing up detailed graphics and designs to stands and fixtures used in exhibitions.",,
AM-01757,Freezone,6304-07,International Airline Representative Office,???? ???? ????? ?????,Active,,Services,0,Standard,,"Transport, shipping and storage",Includes office established by an international airline which has regular flights to conduct marketing and other non-transactional operations.,,"Tourism Development Authority,Business Plan, this activity is not allowed for Coworking"
AM-03399,Freezone,721004,Internet Consultancy,???????? ????????,Active,,Services,0,Standard,,Wireless telecommunications activities,"Includes firms specialized in drawing up the strategies of using the internet technology in the commercial entities, as well as impose laying out the techniques of the practical application.",,
AM-03400,Freezone,722904,Internet Content Provider,????? ????? ?????? ??????????? ( ????????) ??????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing",Includes firms specialized in providing the internet sites with contents and make them available for users.,,
AM-04035,Freezone,RAKEZ /2017/46,Internet Marketing,????? ????????,Active,,Individual / Professional,0,Standard,,Sales & Marketing,Professional Individual Works,,
AM-06446,Freezone,RAKEZ/2017/55,Investment consultancy,???????? ?????????,Active,100000,Services,0,Special,6500,Investment,Investment consultancy,,
AM-08813,Freezone,4761007,Invitation & Greeting Cards Trading,????? ?????? ??????? ???????,Active,,Commercial,0,Standard,,Stationary and books trading,"Includes reselling the cards exchanged by individuals on special occasions to feature an expression of friendship or other sentiments or to convey thanks, it involves invitation cards for different occasions and events.",,
AM-06820,Freezone,100098,IP Streaming/Internet Radio,???? ??????? ??? ????????,Active,,Media,0,Standard,20000,Broadcasting (TV & Radio),IP Streaming/Internet Radio,Certified_Academic_Degree,"Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form"
AM-06821,Freezone,100092,IP Streaming/Internet TV,???? ??????????? ??? ????????,Active,,Media,0,Standard,20000,Broadcasting (TV & Radio),IP Streaming/Internet TV,Certified_Academic_Degree,"Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form"
AM-05283,Freezone,514320,Ironmongery Trading,????? ?????????? ???????? ???????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling of steel and copper ironmongery door and window knobs, fixed locks and keys, door joints, and door closing requisites.",,
AM-05284,Freezone,515957,Irrigation Equipment & Requisites Trading,????? ????? ???? ???????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling equipment and accessories used in the artificial application of water to the land or soil where the natural rainfall was insufficient to support crops, it involves pivots for overhead irrigation, pumps, sprinklers, drippers, control and automation equipment.",,
AM-04376,Freezone,724001,IT Infrastructure,????? ?????? ??????? ?????? ?????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes firms specialized in laying the technical foundations of the information technology, which comprises the network, the systems and the data bases. It also involves firms engaged in preparing the consultative studies alongwith the installations of the network and the systems, manpower training is also included.",,
AM-04936,Freezone,504004,Jet Ski Trading,????? ???????? ???????,Active,,Commercial,0,Standard,,Trading in motor vehicles and motorcysles,Includes reselling personal watercraft used water recreational activities and sport.,,
AM-04938,Freezone,525107,Jewellery & Precious Stones E-Trading,???????? ??????????? ?????????? ???????? ???????,Active,,E-Commerce,1,Special,5000,E-Commerce,"Includes firms specialized in conducting selling jewellery, pearls and precious stones to the general public or to other businesses over the internet without needing any human interaction using any of the applications that rely on the internet, it involves coordinating with payment service providers which offer online electronic payments by a variety of payment methods including credit card, smart cards, digital money E-cash.",,"Business Plan to be Reviewed and Approved by Sales Director,Designated Non-Financial Business or Profession (DNFBP),'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-06474,Freezone,RAKEZ /2017/68,Jewellery design,????? ????????? ?????? ???????,Active,,Individual / Professional,0,Standard,,Specialized design activities,,,
AM-04380,Freezone,749948,Jewellery Designing,????? ?????????,Active,,Services,0,Standard,,Goldsmith & gold repairing,"Includes designing the models of gold and precious metals jewellery prior to mechanical or manual production, involving pre-manufacturing drawings, setting technical specifications, materials and production costs calculation, testing to ensure compliance of materials with safety and quality standards.",,
AM-04998,Freezone,513928,Jewellery Trading,????? ????????? ????????? ?? ????? ??????,Active,,Commercial,1,Special,5000,Jewellery trading,"Includes reselling adornment jewellery such as brooches, earnings, necklaces, bracelets, rings, which are made of gold, platinum, palladium, titanium, silver and gemstones.",,"Business Plan to be Reviewed and Approved by Sales Director,Designated Non-Financial Business or Profession (DNFBP),'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-03006,Freezone,5520-05,Juice & Soft Drinks Preparing,????? ??????,Active,,Commercial,0,Standard,,Foodstuff trading,Includes shops that provide fruits juices for immediate consumption.,,RAK Municipality- Public Health Department
AM-06073,Freezone,5122-25,Juice Trading,????? ???????,Active,,Commercial,0,Standard,,Foodstuff trading,"Includes reselling of all vegetable & fruit juices, whether liquid, dried or condensed.",,For Warehouse & Land: RAK Municipality- Public Health Department
AM-05001,Freezone,515971,Kids Rides & Games Trading,????? ??????? ????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling in-door children rides and games, as well as those installed in public parks and gardens for children entertainmen, including swings, slides, house and aircraft models, whether made of solid and safe materials or of inflatable objects.",,
AM-06075,Freezone,5149-40,Laboratories Chemicals Trading,????? ???????? ????????? ????????,Active,,Commercial,0,Standard,,Chemicals trading,"Includes reselling of solutions and chemicals for scientific experiments and research, laboratory analysis, including organic and non- organic acids, alkaline, alcohol, salts, compounds elements, rocks, metals and other solid or liquid chemicals.",,
AM-05003,Freezone,519010,Laboratories Tools & Requisites Trading,????? ????? ????????? ???????? ???????????,Active,,Commercial,0,Standard,,Medicines trading,"Includes reselling laboratory requisites for scientific and medical testing and analysis, including glassware, instruments, apparatuses other than chemical solutions and equipment.",,
AM-05069,Freezone,513112,Ladies' Garments Trading,????? ??????? ??????? ????????,Active,,Commercial,0,Standard,,Ready made garments qroup,"Includes reselling ladies' shirts and trousers, party and evening dresses, maternity clothes, wedding dresses, night and in-house wear, beach and bath wear, scarves and others.",,
AM-09142,Freezone,6810001,Land and Real Estate Purchase and Sale,???? ???? ??????? ?????????,Active,,Commercial,0,Standard,,Real Estate,"Includes firms engaged in buying and selling real estate, such as residential and non-residential buildings and land, such firms are not allowed to practice the activity no. 6599-08 "" Real Estate Development",,
AM-03594,Freezone,RAKEZ /2017/53,Landscape Design,????? ???????,Active,,Individual / Professional,0,Standard,,Others fields,Professional Individual Works,,
AM-03430,Freezone,742111,Landscaping Engineering Consultancy,????? ????? ???????,Active,,Services,0,Standard,,Consultancy -A- Agriculture and Soil,"Includes firms specialized in drawing up designs, plans and specifications for beautification and organization of parks, lands and gardens and harmonizing beauties of the same with the neighboring buildings and natural scenes.",Certified_Academic_Degree,
AM-09164,Freezone,4390020,Landscaping Works,????? ????? ??????? ???????? ?????????,Active,,Commercial,0,Standard,,building Maintenance,"Includes specialized enterprises beauty salon arenas internal and external buildings and beautifying the patios and gardens, and its organization and coordination of the aesthetic relations between it and the neighboring buildings and Landscapes",,
AM-06822,Freezone,100014,Language Interpretation,????? ?????,Active,,Media,0,Standard,,Media & Marketing Services,Language Interpretation,,Media Brief Form
AM-03528,Freezone,809059,Language Training,????? ??????,Active,,Educational,0,Standard,10000,Training Institute,"Includes institutions primarily engaged in offering language instruction, including sign language and cultural awareness.",,Academic Zone
AM-05072,Freezone,515998,Laser & Fireworks Show Equipment Trading,????? ????? ?????? ???? ?????? ???????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling laser and fireworks show products such as, digital light processors, screens and projectors, high powered lighting units, video devices, loudspeaker systems, these firms are not allowed to deal in fireworks materials.",,
AM-05338,Freezone,515936,Laundry & Dry Cleaning Equipment Trading,????? ????? ????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling laundry machinery and equipment for cleaning and ironing clothes, textiles, linen, curtains, carpets and others, whether by steam or dry cleaning.",,
AM-03585,Freezone,809025,Law Training Services,????? ??????? ??? ???????,Active,,Educational,0,Standard,10000,Training Institute,"Includes providing all the services required to train legal employees such as deputies, advocates and clerks. The aim is to promote their knowledge in legal domain through planning training program (training manual), specialized workshops, sessions by training individuals and units to pass law expertise and enlighten on law versions and international treaties and conventions. Concerned firms are not allowed to grant degrees.",Certified_Academic_Degree,Academic Zone
AM-04384,Freezone,741102,Legal Consultancy,?????????? ?????????,Active,,Services,1,Special,5000,Legal services,"Includes offices and firms which offer consultancies and prepare legal studies of the lawsuits and the legal questions submitted thereto. However, they are not entitled to assume the defense before courts in this regard.",Certified_Academic_Degree,"RAK Courts Department,Business Plan to be Reviewed and Approved by Sales Director,Designated Non-Financial Business or Profession (DNFBP), Bar Council Membership,Certified Academic Degree Activity Not Allowed for Flexi Units. Standalone Activity,'Mandatory RAKEZ Visa within 6 months of the License Issuance""."
AM-06077,Freezone,7499-27,Legal Translation,??????? ?????????,Active,,Services,0,Standard,,translation group,"Includes specialized offices engaged in providing written translation to documents and texts with contents of general nature or to texts of specific and professional nature, like commercial contracts, legal, commercial, technical and scientific texts. It also includes instant and simultaneous translations provided by specialized translators in meetings, seminars or conferences.",Certified_Academic_Degree,Ministry of Justice
AM-05339,Freezone,519015,Life Saving Equipment Trading,????? ????? ?????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling equipment for marine life saving such as life jackets, lifebuoys and boats, also the devices that ignite light, smoke and flare signals used to indicate the position of the distressed lifebuoys in day or night in order to enable rescuing.",,
AM-06986,Freezone,RAKEZ100049,Lifestyle Development Consultancy,?????????? ?? ???? ????? ????? ??????,Active,,Services,0,,,"Consultancy -D- management, information and marketing","Includes providing advice and coaching to help clients transform from sedentary lifestyle into more healthy and active, in order to achieve specific personal or professional goals in different human endeavors, ranging from their concerns in health, personal, professional, sport, social, family, working closely with them to facilitate healthy and sustainable behavior change, with a focus on improving personal behavior as well as enhancing personal appearance to make them look more beautiful,",,
AM-09109,Freezone,7730010,Lifting and Loading Machines and Equipment Renting,????? ????? ????? ????? ????????,Active,,Commercial,0,Standard,,Machinery equipment rental and trading,"Includes firms engaged in renting equipment and machinery used roads for building and construction, such as, machinery for excavation, filling, demolition, land leveling, road paving, cement mixing, cranes and elevators for lifting building materials at the work site, this can be through self-driving or semi-autonomous vehicles or any other type that will be developed in the future",,
AM-05340,Freezone,515951,"Lifts, Escalators & Spare Parts Trading",????? ??????? ???????? ???????? ???? ??????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling lifts fixed in multistoried facilities to carry people and goods, also, escalators and electric belts in airports, shopping centers, hotels and public utilities.",,
AM-06097,Freezone,5159-68,Light Aircraft Trading,????? ???????? ???????,Active,500000,Commercial,0,Special,5000,Mechanical & engineering equipment trading,"Includes reselling light aircraft with a maximum gross takeoff weight of 100,000 lbs and are used commercially for passenger and freight transport, sightseeing, photography and personal use.",,"Department of Civil Aviation,Business Plan. Activity Not Allowed for Flexi Units."
AM-06475,Freezone,RAKEZ /2017/69,Light Archiving,??????? ???????,Active,,Individual / Professional,0,Standard,,Information service activities,,,
AM-05341,Freezone,513917,Light Fittings & Fixtures Trading,????? ????? ??????? ????????,Active,,Commercial,0,Standard,,Wholesale of household goods,"Includes reselling lighting lamps, ornamental ceiling lamps (except crystal chandeliers) switch keys and sockets. This also includes electric bells, spotlights, garden and house lighting device. Public parks and squares lightings are classified under Class 5150.",,
AM-05407,Freezone,515930,Lighting Equipment & Requisites Trading,????? ????? ??????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling lighting devices in public gardens, parks, squares, airports, sports stadium and others.",,
AM-05410,Freezone,514324,Lighting Poles Trading,????? ????? ???????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling utility lighting poles made of metal, concrete or wood for roads, streets and parks lighting.",,
AM-06823,Freezone,100019,Live Theatrical Shows Management and Promotion,????? ?????? ?????? ???????? ?????,Active,,Media,0,Standard,,Event Management Services,Live Theatrical Shows Management and Promotion,,Media Brief Form
AM-03896,Freezone,809031,Local Handicrafts Training Center,???? ????? ??? ????? ???????? ???????? ???????,Active,,Educational,0,Standard,10000,Training Institute,"Includes providing training on items made by hand originating among the people (community) of UAE, often with the use of simple tools, and is generally artistic and traditional in nature. They are also objects of utility and objects of decoration.",,Academic Zone
AM-02259,Freezone,5520-09,Local Sweets Preparing,????? ?????? ????????? ???????,Active,,Commercial,0,Standard,,Restaurants and coffee shops,Includes preparing local sweets in stalls sell directly to the public for immediate consumption,,RAK Municipality- Public Health Department
AM-05412,Freezone,514338,Locks & Keys Trading,????? ??????? ?????????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling the mechanical or electronic fastening device which are released by a physical object, such as key, keycard, fingerprint, security token.",,
AM-06100,Freezone,RAKEZ /2017/07,Logistics & Transportation,??????? ????????? ??????,Active,100000,Services,1,Standard,,"Transport, shipping and storage","Planning, designing and supporting operations of transportation, warehousing and distribution.",,"Business Plan to be Reviewed and Approved by Sales Director,'Mandatory RAKEZ Visa within 6 months of the License Issuance"". Activity Not Allowed for Flexi Units."
AM-04388,Freezone,741426,Logistics Consultancy,?????????? ?????????,Active,100000,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes firms specialized in providing objective management advice and solutions to supply chain problems as well as providing methodology for improving performance, this involves analyzing the distribution network and delivering practical solutions, facilities and warehouses design and improvement, audit the operation and identify the potentials for improvements.",,
AM-04022,Freezone,RAKEZ /2017/33,Logo Design,????? ????,Active,,Individual / Professional,0,Standard,,"Design, Media & Architecture",Professional Individual Works,,
AM-05413,Freezone,514102,Lubricants & Grease Trading,????? ?????? ????? ???????,Active,,Commercial,0,Standard,,Fuel and petroleum products trading,includes reselling the high viscosity oil based lubricating substances used for lessening friction in the working parts of a mechanism in order to protect against wear and Transfer heat.,,
AM-06824,Freezone,100078,Magazines,?????,Active,,Media,0,Standard,,Publishing,Magazines,Certified_Academic_Degree,"Media Regulatory Office / Ministry of Culture & Youth,Media Brief Form"
AM-04391,Freezone,515987,Magnetic Technology Equipment Trading,????? ????? ??????? ???????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes selling magnetic technology equipment and systems which are involved in the application of agriculture and animal resources, thermal energy, constructions, water treatment, chemical and oil industries…etc.",,
AM-09215,Freezone,4210001,"Main Roads, Streets and Related Works Contracting",??????? ????? ???????? ? ??????? ???????? ???????? ???,Active,,Commercial,0,Standard,,Building contracting,"It includes general contracting facilities concerned with the construction and maintenance of roads and streets of all kinds, including internal roads and parking lots. It also includes the processes of modification, maintenance and repair of those roads within the contracts assigned to those projects therein, the work of services that fall within the right of the road, and the work of traffic diversions management for all those works as for regular maintenance It does not fall within this activ",,
AM-06612,Freezone,33150-06,Maintenance and Repair of Aircrafts,????? ?????? ????????,Active,,Services,0,Standard,,Light aircraft manufacturing and maintenance,,,"Department of Civil Aviation, Business Plan. Activity Not Allowed for Flexi Units."
AM-09354,Freezone,6202018,Managed Security Services (MSS),????? ????? ????????? ??? ???? ??????,Active,,Services,0,Standard,,IT Services,"Offering managed security services, including 24/7 monitoring, threat detection, incident response, and ongoing cybersecurity management.",Acdemic Degree in Computer Science or qeuivalent,Certified Academic Degree
AM-08797,Freezone,70100-01,Management Office,???? ?????,Active,,Services,0,Standard,,Head Offices,"Includes offices opened by an industrial or commercial firms or company in order to organize the administrative and office affairs of the same. Thus, these offices are not allowed to practice any commercial works. They must also be linked to an industrial or commercial establishment, previously licensed.",,this activity is not allowed for Coworking
AM-09138,Freezone,7499-16,Management Services,????? ????? ????? ???????,Active,,Services,0,Standard,,Management of facilities,"Includes offices founded by businessmen to care for and reserve their interests in the establishments they own and the companies where they hold shares, such firms are not allowed to practice the activity of Facilities Management Services.",,
AM-04394,Freezone,742134,Manufacturing & Material Engineering Consultancy,????? ??????? ???????,Active,,Services,0,Standard,,Other engineering services,"Includes providing engineering support and services to steel and metal plants with regard to thermal dynamics, material engineering, interaction engineering, thermal and matter transmission.",Certified_Academic_Degree,
AM-06496,Freezone,RAKEZ /2017/41,Manufacturing Design,????? ???????,Active,,Individual / Professional,0,Standard,,Industrial Engineering products,Manufacturing Design is the the general engineering practice and process of designing products.,,
AM-05482,Freezone,514340,Marble & Natural Stones Trading,????? ?????? ?????? ???????,Active,,Commercial,0,Standard,,Building materials trading,"Includes reselling varieties of marbles and natural stones like granite, basalt, limestone, this activity is limited to firms that trade these materials as crude before any conversional processes except cutting in blocks or slabs for transport purposes.",,
AM-09266,Freezone,3319903,Marine Machines and Equipments Repairing and Maintenance,????? ??????? ???????? ??????? ????????,Active,,Services,0,Standard,,Factories and workshop equipment,"Technical workshops and workshops specialized in the maintenance and repair of all marine machinery and equipment operating for all types of boats and marine boats. This activity does not include repairing the body of the boat or the boat of any kind, whether this is done through direct demand or maintenance and repair contracts.",,"Department of Civil Defense, General Resources Authority-CCTV"
AM-03420,Freezone,742172,Marine Projects Engineering Consultancy,????? ????????? ???????,Active,,Services,0,Standard,,Consultancy -B- Engineering,"Includes firms engaged in providing engineering consultancies and services to marine projects such as floating marinas and infrastructure for waterfronts developments, which would be submitted to the concerned authorities for approval, these firms are not allowed to involve in the designs and drawings of said projects",Certified_Academic_Degree,
AM-08953,Freezone,7110508,Marine Survey Engineering Consultancy,???????? ????? ??????? ???????,Active,,Services,0,Standard,,Other engineering services,,Certified_Academic_Degree,
AM-09089,Freezone,7020037,Maritime Consultancies Services,???????? ????? ?????,Active,,Services,0,Standard,,Transportation consulting,"Includes firms specialized in providing consultancy in the different marine fields, such as, shipbuilding and repairing contracts, ships buying, selling, operating and chartering contracts, Inspection of ships, registration and issuance of certificates, marine debts and guarantees of releasing arrested ships, marine pollution damage and claims",Certified_Academic_Degree,
AM-03421,Freezone,741302,Marketing Management,??????? ?????????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes firms provide assistance to businesses on marketing products and services to attract and retain customers, involving advice on planning, pricing, sale outlets, it involves digital marketing by using digital channels to promote or market products and services to consumers and businesses, such firms are not allowed to sell the products and services they are promoting.",,
AM-03422,Freezone,741301,Marketing Research & Consultancies,???????? ??????? ???????,Active,,Services,0,Standard,,"Consultancy -D- management, information and marketing","Includes conducting field surveys and questionnaires to explore the opinion of the consumers, producers and distributors of the goods and services on the way the commodity is designed, and come out with results which could assist in the marketing, the pricing and the effective promotional campaign, in order come out with results that assist in marketing and sales boosting, such firms are not allowed to conduct field surveys and questionnaire before getting approval from the competent authority.",,
AM-05484,Freezone,515911,Measuring & Control Systems Trading,????? ????? ?????? ?????? ???????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling of all measurement, observation and control systems and equipment, this applies to land surveying, measurement of quantities, distances, temperature, humidity, height, geographical and environmental changes, also, equipment and devices to control the flow of water, liquids, electricity, gases, regulators of speed and operations of production levels, also, cadastral and meteorology meters, also, devices to automate and control home electrical and electronic appliances.",,
AM-05485,Freezone,515963,Meat & Fish Processing Equipment & Machinery Trading,????? ????? ????? ????? ?????? ???????? ????????,Active,,Commercial,0,Standard,,Mechanical & engineering equipment trading,"Includes reselling of equipment and machines for processing slaughtered cattle, chicken, fish and seafood, including skinning, defeathering, removal of crusts, cleaning and removal of unwanted parts, also, cutting meat in slices, filets, or mincing meat and preparing for cooking.",,
AM-04398,Freezone,742122,Mechanical Engineering Consultancies,???????? ??????? ???????????,Active,,Services,0,Standard,,Consultancy -B- Engineering,Includes firms which offer mechanical engineering services and consultancies with all or most of their specialties such as industrial production engineering and hydraulics mechanics...etc.,Certified_Academic_Degree,
AM-06620,Freezone,7421-52,Mechanical Engineering Services,????? ????? ???????? ??????,Active,,Services,0,Standard,,Other engineering services,,Certified_Academic_Degree,
AM-04400,Freezone,742127,Mechanical Power Engineering Consultancy,????? ????? ???????????,Active,,Services,0,Standard,,Other engineering services,"Includes providing engineering support and services to electric generating stations, air-conditioning, and auto engineering, with regard to thermal dynamics and transmission, to thermal equipment, power plants, and fuel combustion, and propelling systems technology.",Certified_Academic_Degree,
AM-06825,Freezone,100025,Media & Marketing Consultancy,?????????? ????????? ??????????,Active,,Media,0,Standard,,Media & Marketing Services,Media & Marketing Consultancy,,Media Brief Form
AM-06826,Freezone,100010,Media Buying and Placement,???? ???? ???????? ?????????,Active,,Media,0,Standard,,Media & Marketing Services,Media Buying and Placement,,Media Brief Form
AM-06827,Freezone,100069,Media Content Management and Provider,????? ????? ?????? ??????? ????????,Active,,Media,0,Standard,,"Production (Film, TV & Radio)",Media Content Management and Provider,,Media Brief Form
AM-06828,Freezone,100031,Media Hardware Equipment and System Integration,????? ????? ?????? ??????? ??????????? ???????,Active,,Media,0,Standard,,Digital Media,Media Hardware Equipment and System Integration,,Media Brief Form
AM-06829,Freezone,100011,Media Monitoring,?????? ???????,Active,,Media,0,Standard,,Media & Marketing Services,Media Monitoring,,Media Brief Form
AM-06830,Freezone,100012,Media Representation,??? ???????,Active,,Media,0,Standard,,Media & Marketing Services,Media Representation,,Media Brief Form
AM-06831,Freezone,100032,Media Software Development and System Integration,????? ????? ?????? ??????? ??????????? ???????,Active,,Media,0,Standard,,Digital Media,Media Software Development and System Integration,,Media Brief Form
AM-06832,Freezone,100033,Media Web Design and Management,????? ??????? ??????? ??????? ???????????,Active,,Media,0,Standard,,Digital Media,Media Web Design and Management,,Media Brief Form
AM-05486,Freezone,513957,"Medical, Surgical Articles & Requisites Trading",????? ??????? ??????????? ?????? ???????? ?????????,Active,,Commercial,1,Standard,,Medicines trading,"Includes reselling of certain instruments and precise medical apparatuses for treating of certain diseases, such as earphones, batteries for cardiac patients, pulse regulators, walking-sticks, splints for bone fractures, medical shoes, artificial limbs, dentures and other medical instruments, also, surgical requisites like artificial organs and parts to replace damaged organs, bone joints, heart valves, in additional to surgical suture bandages and plasters .",,"Business Plan to be Reviewed and Approved by Sales Director. Ministry of Health & Prevention. For Warehouse & Land: Department of Civil Defense, General Resources Authority-CCTV. Guidelines on how to obtain the required NOC from MOHAP to conduct such business: 1. Facility must be dedicated Office/Warehouse/Land 2. International & local Marketing Authorization holders are allowed to operate within the UAE and register themselves as scientific offices with MOHAP. 3. All scientific offices are allowed to apply for registration, manage all their post marketing surveillance in the country, appoint local agents & issue invoices with the required authorization from the principal company. 4. A principal company/ Marketing Authorization Holder is recognized by MOHAP through the registration of their products. The registration certificate of any medical product/drug marketed within the UAE specifies the Marketing Authorization Holder, the Manufacturer & the local agent. 5. Scientific Offices are also eligible to request for a logistic storage hub, i.e. apply for a Good Storage Practice (GSP) certificate for logistic stores . 6. if the applicants for medical trading activity do represent the MAH (marketing authorization holder) of related medical product as distributors with relevant official agreements, GSP certificate from MOHAP can be issued after inspection and fulfilling the requirements accurately. Accordingly, they can practice such activities, otherwise, they are not eligible.'Mandatory RAKEZ Visa within 6 months of the License Issuance""."
